vmcache blk:/dev/loop0 virtgb:16 physgb:4 exmap:0
space: 7.40133 GB 
ts,tx,rmb,wmb,system,threads,datasize,workload,batch
0,1752,91.7383,93.207,vmcache,4,40,tpcc,64
1,376,10.7578,10.3477,vmcache,4,40,tpcc,64
2,6851,138.848,144.926,vmcache,4,40,tpcc,64
3,12309,130.824,141.691,vmcache,4,40,tpcc,64
4,13973,120.859,132.773,vmcache,4,40,tpcc,64
5,16144,115.316,129.055,vmcache,4,40,tpcc,64
6,16501,115.984,129.652,vmcache,4,40,tpcc,64
7,15636,98.3711,112.84,vmcache,4,40,tpcc,64
8,19061,106.285,121.895,vmcache,4,40,tpcc,64
9,17847,96.3711,112.289,vmcache,4,40,tpcc,64
10,16303,85.8359,99.8789,vmcache,4,40,tpcc,64
11,15769,76.8906,91.625,vmcache,4,40,tpcc,64
12,11138,52.3555,61.7109,vmcache,4,40,tpcc,64
13,11530,51.8125,62.4375,vmcache,4,40,tpcc,64
14,10986,50.8789,61.4805,vmcache,4,40,tpcc,64
15,12358,53.7969,64.168,vmcache,4,40,tpcc,64
16,346,2.08984,2.46484,vmcache,4,40,tpcc,64
17,2376,11.9062,13.9766,vmcache,4,40,tpcc,64
18,13691,57.5117,70.2305,vmcache,4,40,tpcc,64
19,14430,59.8633,71.7266,vmcache,4,40,tpcc,64
20,14735,63.1445,78.6016,vmcache,4,40,tpcc,64
21,15612,62.1875,74.1133,vmcache,4,40,tpcc,64
22,13494,56.3281,68.6055,vmcache,4,40,tpcc,64
23,12376,48.0938,58.8477,vmcache,4,40,tpcc,64
24,13268,52.4805,64.8867,vmcache,4,40,tpcc,64
25,10229,40.0234,49.2227,vmcache,4,40,tpcc,64
26,10505,39.6602,49.543,vmcache,4,40,tpcc,64
27,11322,40.9102,51.1172,vmcache,4,40,tpcc,64
28,12886,47.3125,58.957,vmcache,4,40,tpcc,64
29,11595,41.9844,52.6836,vmcache,4,40,tpcc,64
space: 7.70744 GB 
