vmcache blk:/dev/loop0 virtgb:16 physgb:4 exmap:0
space: 15.5334 GB 
ts,tx,rmb,wmb,system,threads,datasize,workload,batch
0,87,9.30469,10.2227,vmcache,4,85,tpcc,64
1,83,12.3125,12.1758,vmcache,4,85,tpcc,64
2,138,11.3789,11.0273,vmcache,4,85,tpcc,64
3,112,12.4453,12,vmcache,4,85,tpcc,64
4,146,14.2227,14.6172,vmcache,4,85,tpcc,64
5,116,10.6406,10.4531,vmcache,4,85,tpcc,64
6,128,11.4766,11.9258,vmcache,4,85,tpcc,64
7,158,10.5078,11.3594,vmcache,4,85,tpcc,64
8,191,13.6523,12.3906,vmcache,4,85,tpcc,64
9,156,10.9688,11.8594,vmcache,4,85,tpcc,64
10,96,11.6602,11.6328,vmcache,4,85,tpcc,64
11,174,12.418,11.6445,vmcache,4,85,tpcc,64
12,186,10.2266,10.3867,vmcache,4,85,tpcc,64
13,138,11.25,11.7148,vmcache,4,85,tpcc,64
14,186,9.67578,9.86719,vmcache,4,85,tpcc,64
15,174,10.3477,10.9844,vmcache,4,85,tpcc,64
16,166,10.3516,9.51562,vmcache,4,85,tpcc,64
17,295,11.7461,13.1875,vmcache,4,85,tpcc,64
18,202,11.8398,11.8867,vmcache,4,85,tpcc,64
19,269,12.6914,11.4102,vmcache,4,85,tpcc,64
20,165,10.2656,11.3906,vmcache,4,85,tpcc,64
21,205,10.7266,10.5352,vmcache,4,85,tpcc,64
22,237,11.0625,11.1289,vmcache,4,85,tpcc,64
23,279,12.75,12.6211,vmcache,4,85,tpcc,64
24,315,14.5391,15.1445,vmcache,4,85,tpcc,64
25,231,9.75391,10.1211,vmcache,4,85,tpcc,64
26,302,12.5039,12.3906,vmcache,4,85,tpcc,64
27,269,10.2617,10.1055,vmcache,4,85,tpcc,64
28,255,10.2344,10.1406,vmcache,4,85,tpcc,64
29,302,9.40625,11.0195,vmcache,4,85,tpcc,64
space: 15.536 GB 
