vmcache blk:/dev/loop0 virtgb:16 physgb:4 exmap:0
space: 6.49861 GB 
ts,tx,rmb,wmb,system,threads,datasize,workload,batch
0,5437,166.148,170.582,vmcache,4,35,tpcc,64
1,15360,153.211,166.02,vmcache,4,35,tpcc,64
2,18540,131.148,147.633,vmcache,4,35,tpcc,64
3,18943,116.941,128.93,vmcache,4,35,tpcc,64
4,20423,118.098,126.309,vmcache,4,35,tpcc,64
5,20152,112.594,129.551,vmcache,4,35,tpcc,64
6,19077,90.0938,107.297,vmcache,4,35,tpcc,64
7,19917,89.7891,106.633,vmcache,4,35,tpcc,64
8,16167,69.668,84.8086,vmcache,4,35,tpcc,64
9,12438,51.0234,62.3789,vmcache,4,35,tpcc,64
10,15121,63.0508,76.3633,vmcache,4,35,tpcc,64
11,13227,50.4922,62.4648,vmcache,4,35,tpcc,64
12,16371,64.6914,79.1719,vmcache,4,35,tpcc,64
13,23193,85.8711,107.262,vmcache,4,35,tpcc,64
14,24990,85.293,107.355,vmcache,4,35,tpcc,64
15,22951,81.2344,102.043,vmcache,4,35,tpcc,64
16,20477,68.3672,87.2188,vmcache,4,35,tpcc,64
17,19081,63.0039,79.582,vmcache,4,35,tpcc,64
18,20747,67.2539,85.3047,vmcache,4,35,tpcc,64
19,21080,65.8281,84.25,vmcache,4,35,tpcc,64
20,20152,60.9375,78.8633,vmcache,4,35,tpcc,64
21,18677,54.5938,72.0742,vmcache,4,35,tpcc,64
22,13364,40.3906,51.5898,vmcache,4,35,tpcc,64
23,10635,32.043,41.8242,vmcache,4,35,tpcc,64
24,11578,34.3398,45.332,vmcache,4,35,tpcc,64
25,14811,43.9492,57.4492,vmcache,4,35,tpcc,64
26,23190,65.6172,85.5547,vmcache,4,35,tpcc,64
27,21686,59.2422,78.8867,vmcache,4,35,tpcc,64
28,18951,54.2695,70.5977,vmcache,4,35,tpcc,64
29,15304,42.3984,54.7188,vmcache,4,35,tpcc,64
space: 6.959 GB 
