vmcache blk:/dev/loop0 virtgb:16 physgb:4 exmap:0
space: 13.7264 GB 
ts,tx,rmb,wmb,system,threads,datasize,workload,batch
0,166,18.5117,19.1328,vmcache,4,75,tpcc,64
1,203,21.2422,20.5703,vmcache,4,75,tpcc,64
2,205,19.2656,19.6367,vmcache,4,75,tpcc,64
3,215,20.3047,20.3086,vmcache,4,75,tpcc,64
4,204,21.8906,21.7734,vmcache,4,75,tpcc,64
5,385,24.2969,24.9727,vmcache,4,75,tpcc,64
6,374,27.2812,27.4609,vmcache,4,75,tpcc,64
7,361,17.3828,16.7773,vmcache,4,75,tpcc,64
8,324,19.2344,19.957,vmcache,4,75,tpcc,64
9,485,22.5625,22.6758,vmcache,4,75,tpcc,64
10,432,22.5898,23.1328,vmcache,4,75,tpcc,64
11,586,24.5508,25.4531,vmcache,4,75,tpcc,64
12,579,22.8086,23.0781,vmcache,4,75,tpcc,64
13,483,20.5664,20.1055,vmcache,4,75,tpcc,64
14,615,21.0156,22.2539,vmcache,4,75,tpcc,64
15,725,26.2422,26.0586,vmcache,4,75,tpcc,64
16,680,19.8945,20.9453,vmcache,4,75,tpcc,64
17,822,25.8008,27.2109,vmcache,4,75,tpcc,64
18,526,20.7227,19.7969,vmcache,4,75,tpcc,64
19,763,20.8867,22.5859,vmcache,4,75,tpcc,64
20,744,22.457,22.4414,vmcache,4,75,tpcc,64
21,847,21.8281,22.5117,vmcache,4,75,tpcc,64
22,938,23.5195,25.1211,vmcache,4,75,tpcc,64
23,719,19.6094,20.0508,vmcache,4,75,tpcc,64
24,799,17.4688,18.2461,vmcache,4,75,tpcc,64
25,828,19.1562,19.4453,vmcache,4,75,tpcc,64
26,981,21.082,21.4336,vmcache,4,75,tpcc,64
27,793,19.4297,19.5781,vmcache,4,75,tpcc,64
28,1035,21.2422,23.1719,vmcache,4,75,tpcc,64
29,1152,23.0117,22.9297,vmcache,4,75,tpcc,64
space: 13.7389 GB 
