vmcache blk:/dev/loop0 virtgb:16 physgb:4 exmap:0
space: 10.1128 GB 
ts,tx,rmb,wmb,system,threads,datasize,workload,batch
0,623,57.5898,58.0234,vmcache,4,55,tpcc,64
1,494,35.2734,35,vmcache,4,55,tpcc,64
2,30,1.3125,1.73438,vmcache,4,55,tpcc,64
3,20,1.34766,1.68359,vmcache,4,55,tpcc,64
4,843,39.7969,40.707,vmcache,4,55,tpcc,64
5,1282,55.25,54.875,vmcache,4,55,tpcc,64
6,1826,56.2148,57.4883,vmcache,4,55,tpcc,64
7,1930,54.75,56.5586,vmcache,4,55,tpcc,64
8,1964,44.7148,46.375,vmcache,4,55,tpcc,64
9,2125,44.3398,45.8867,vmcache,4,55,tpcc,64
10,2455,42.6328,46.4453,vmcache,4,55,tpcc,64
11,2573,38.3672,38.8125,vmcache,4,55,tpcc,64
12,2852,39.6914,43.2031,vmcache,4,55,tpcc,64
13,3232,43.9766,46.1836,vmcache,4,55,tpcc,64
14,3206,40.6133,42.5977,vmcache,4,55,tpcc,64
15,2904,35.5781,37.832,vmcache,4,55,tpcc,64
16,3111,38.1523,40.5,vmcache,4,55,tpcc,64
17,3118,35.3711,38.2852,vmcache,4,55,tpcc,64
18,3271,37.4766,40.168,vmcache,4,55,tpcc,64
19,3708,38.0859,42,vmcache,4,55,tpcc,64
20,3594,36.6484,36.5742,vmcache,4,55,tpcc,64
21,3483,37.1641,41.2461,vmcache,4,55,tpcc,64
22,3475,35.8711,37.9336,vmcache,4,55,tpcc,64
23,3535,34.8125,38.3008,vmcache,4,55,tpcc,64
24,3631,34.6523,38.7344,vmcache,4,55,tpcc,64
25,3603,34.4766,36.9961,vmcache,4,55,tpcc,64
26,3561,33.3281,35.4102,vmcache,4,55,tpcc,64
27,3466,32.8555,36.3984,vmcache,4,55,tpcc,64
28,3693,32.9844,35.9219,vmcache,4,55,tpcc,64
29,3519,31.1211,35.1094,vmcache,4,55,tpcc,64
space: 10.1751 GB 
