vmcache blk:/dev/loop0 virtgb:16 physgb:4 exmap:0
space: 3.78691 GB 
ts,tx,rmb,wmb,system,threads,datasize,workload,batch
0,27584,0.664062,12.3398,vmcache,4,20,tpcc,64
1,43760,5.17969,43.4023,vmcache,4,20,tpcc,64
2,44101,8.84375,48.1445,vmcache,4,20,tpcc,64
3,39927,10.1602,46.0352,vmcache,4,20,tpcc,64
4,43840,12.6875,51.3398,vmcache,4,20,tpcc,64
5,40573,12.5859,49.1641,vmcache,4,20,tpcc,64
6,40627,14.9883,50.8086,vmcache,4,20,tpcc,64
7,40553,18.9531,56.2305,vmcache,4,20,tpcc,64
8,39928,18.832,54.1094,vmcache,4,20,tpcc,64
9,36164,15.0117,48,vmcache,4,20,tpcc,64
10,38965,15.7695,49.3906,vmcache,4,20,tpcc,64
11,24630,9.10156,31.418,vmcache,4,20,tpcc,64
12,20108,6.40625,23.9062,vmcache,4,20,tpcc,64
13,26094,9.05078,32.0312,vmcache,4,20,tpcc,64
14,30819,10.9805,38.957,vmcache,4,20,tpcc,64
15,41835,15.8711,52.7656,vmcache,4,20,tpcc,64
16,40798,15.0547,52.2148,vmcache,4,20,tpcc,64
17,39680,14.6211,49.1875,vmcache,4,20,tpcc,64
18,38489,13.4258,47.4062,vmcache,4,20,tpcc,64
19,37543,13.2188,47.7422,vmcache,4,20,tpcc,64
20,38153,14.2422,48.9258,vmcache,4,20,tpcc,64
21,40816,15.7891,52.2578,vmcache,4,20,tpcc,64
22,43023,14.8945,52.9609,vmcache,4,20,tpcc,64
23,35992,12.957,45.0898,vmcache,4,20,tpcc,64
24,35294,10.7031,41.8867,vmcache,4,20,tpcc,64
25,24570,6.84766,28.3125,vmcache,4,20,tpcc,64
26,25523,7.17578,30.2773,vmcache,4,20,tpcc,64
27,26529,8.17578,32.6758,vmcache,4,20,tpcc,64
28,40613,12.7656,48.8906,vmcache,4,20,tpcc,64
29,39398,11.5195,45.4492,vmcache,4,20,tpcc,64
space: 4.73199 GB 
