vmcache blk:/dev/loop0 virtgb:16 physgb:4 exmap:0
space: 5.59447 GB 
ts,tx,rmb,wmb,system,threads,datasize,workload,batch
0,2786,73.7617,75.3789,vmcache,4,30,tpcc,64
1,5576,64.2422,69.043,vmcache,4,30,tpcc,64
2,7191,52.8516,59.2031,vmcache,4,30,tpcc,64
3,7635,44.3867,50.3086,vmcache,4,30,tpcc,64
4,11695,60.6953,71.5859,vmcache,4,30,tpcc,64
5,11978,55.9141,65.7539,vmcache,4,30,tpcc,64
6,10944,47.4531,56.7969,vmcache,4,30,tpcc,64
7,11209,47.8906,57.6719,vmcache,4,30,tpcc,64
8,12198,46.7031,58.1758,vmcache,4,30,tpcc,64
9,13355,47.9062,58.7539,vmcache,4,30,tpcc,64
10,13133,44.6133,56.9062,vmcache,4,30,tpcc,64
11,13536,43.0859,55.3984,vmcache,4,30,tpcc,64
12,14404,47.2383,60.0078,vmcache,4,30,tpcc,64
13,12620,37.4102,49.3047,vmcache,4,30,tpcc,64
14,9012,27.2188,35.0391,vmcache,4,30,tpcc,64
15,9560,26.832,34.6211,vmcache,4,30,tpcc,64
16,8701,25.3125,33.8398,vmcache,4,30,tpcc,64
17,9124,26.207,33.8906,vmcache,4,30,tpcc,64
18,11340,32.3984,42.8711,vmcache,4,30,tpcc,64
19,17113,45.4297,60.4688,vmcache,4,30,tpcc,64
20,14862,40.1914,52.9648,vmcache,4,30,tpcc,64
21,11807,30.1758,41.2266,vmcache,4,30,tpcc,64
22,14983,40.207,53.8867,vmcache,4,30,tpcc,64
23,16102,40.6055,55.1914,vmcache,4,30,tpcc,64
24,16768,43.4062,58.4336,vmcache,4,30,tpcc,64
25,16543,41.6992,56.2031,vmcache,4,30,tpcc,64
26,14433,35.918,49.0312,vmcache,4,30,tpcc,64
27,15985,36.8438,50.9258,vmcache,4,30,tpcc,64
28,13308,30.4805,42.0547,vmcache,4,30,tpcc,64
29,9449,22.1523,31.1602,vmcache,4,30,tpcc,64
space: 5.90343 GB 
