vmcache blk:/dev/loop0 virtgb:16 physgb:4 exmap:0
space: 11.0147 GB 
ts,tx,rmb,wmb,system,threads,datasize,workload,batch
0,156,18.0781,18.6211,vmcache,4,60,tpcc,64
1,183,20.4219,20.4492,vmcache,4,60,tpcc,64
2,273,23.7695,23.6523,vmcache,4,60,tpcc,64
3,191,11.668,11.6094,vmcache,4,60,tpcc,64
4,210,17.7266,17.7422,vmcache,4,60,tpcc,64
5,315,19.2734,20.1992,vmcache,4,60,tpcc,64
6,276,18.2852,17.7656,vmcache,4,60,tpcc,64
7,390,18.9727,19.7305,vmcache,4,60,tpcc,64
8,412,16.168,16.3203,vmcache,4,60,tpcc,64
9,531,19,18.7031,vmcache,4,60,tpcc,64
10,365,16,16.4492,vmcache,4,60,tpcc,64
11,380,17.5938,18.0547,vmcache,4,60,tpcc,64
12,545,18.1875,19,vmcache,4,60,tpcc,64
13,625,20.2969,19.8906,vmcache,4,60,tpcc,64
14,756,21.75,23.1016,vmcache,4,60,tpcc,64
15,168,4.00781,3.37891,vmcache,4,60,tpcc,64
16,48,1.37891,2.02734,vmcache,4,60,tpcc,64
17,421,11.9844,11.8242,vmcache,4,60,tpcc,64
18,843,21.2695,22.6172,vmcache,4,60,tpcc,64
19,830,19.7031,20.2188,vmcache,4,60,tpcc,64
20,578,16.4297,16.207,vmcache,4,60,tpcc,64
21,861,20.707,21.7969,vmcache,4,60,tpcc,64
22,871,19.7617,20.7305,vmcache,4,60,tpcc,64
23,403,9.96484,10,vmcache,4,60,tpcc,64
24,791,16.8828,17.875,vmcache,4,60,tpcc,64
25,774,17.582,17.7109,vmcache,4,60,tpcc,64
26,1080,20.5781,21.9414,vmcache,4,60,tpcc,64
27,1328,21.8398,22.8398,vmcache,4,60,tpcc,64
28,1103,19.8125,21.1328,vmcache,4,60,tpcc,64
29,1099,18.1992,18.5586,vmcache,4,60,tpcc,64
space: 11.0267 GB 
