vmcache blk:/dev/loop0 virtgb:16 physgb:4 exmap:0
space: 15.5336 GB 
ts,tx,rmb,wmb,system,threads,datasize,workload,batch
0,16,1.4375,2.35156,vmcache,4,85,tpcc,64
1,53,6.20703,5.57031,vmcache,4,85,tpcc,64
2,91,11.2305,11.6289,vmcache,4,85,tpcc,64
3,108,13.0039,12.543,vmcache,4,85,tpcc,64
4,145,14.1602,14.2695,vmcache,4,85,tpcc,64
5,128,15.0977,15.918,vmcache,4,85,tpcc,64
6,143,11.8008,11.1172,vmcache,4,85,tpcc,64
7,191,11.7656,12.0859,vmcache,4,85,tpcc,64
8,167,13.7969,13.375,vmcache,4,85,tpcc,64
9,174,12.4258,12.8906,vmcache,4,85,tpcc,64
10,138,10.3867,10.1523,vmcache,4,85,tpcc,64
11,162,13.5273,13.9062,vmcache,4,85,tpcc,64
12,201,12.5469,12.5,vmcache,4,85,tpcc,64
13,167,12.918,12.5938,vmcache,4,85,tpcc,64
14,233,11.543,11.4805,vmcache,4,85,tpcc,64
15,188,11.1953,11.3711,vmcache,4,85,tpcc,64
16,179,12.4141,12.5977,vmcache,4,85,tpcc,64
17,239,10.4492,11.0117,vmcache,4,85,tpcc,64
18,240,13.2578,13.6914,vmcache,4,85,tpcc,64
19,243,13.0156,12.0938,vmcache,4,85,tpcc,64
20,217,12.0781,12.5547,vmcache,4,85,tpcc,64
21,201,10.4609,10.4141,vmcache,4,85,tpcc,64
22,334,13.0898,13.9922,vmcache,4,85,tpcc,64
23,228,9.42578,9.23047,vmcache,4,85,tpcc,64
24,285,15.2891,15.3359,vmcache,4,85,tpcc,64
25,262,11.1328,11.6406,vmcache,4,85,tpcc,64
26,287,12.3672,12.625,vmcache,4,85,tpcc,64
27,351,12.1719,12.6562,vmcache,4,85,tpcc,64
28,305,9.78906,9.83984,vmcache,4,85,tpcc,64
29,272,10.6133,10.1406,vmcache,4,85,tpcc,64
space: 15.5363 GB 
