vmcache blk:/dev/loop0 virtgb:16 physgb:4 exmap:0
space: 14.6285 GB 
ts,tx,rmb,wmb,system,threads,datasize,workload,batch
0,113,13.7656,14.1797,vmcache,4,80,tpcc,64
1,99,12.5977,12.4844,vmcache,4,80,tpcc,64
2,173,12.8477,12.7773,vmcache,4,80,tpcc,64
3,82,9.09766,9.16797,vmcache,4,80,tpcc,64
4,100,8.59375,9.00391,vmcache,4,80,tpcc,64
5,127,12.2617,11.7148,vmcache,4,80,tpcc,64
6,181,14.3906,14.7812,vmcache,4,80,tpcc,64
7,160,13.9023,13.4805,vmcache,4,80,tpcc,64
8,198,16.7773,17.3164,vmcache,4,80,tpcc,64
9,127,9.05859,9.24609,vmcache,4,80,tpcc,64
10,206,13.5273,13.793,vmcache,4,80,tpcc,64
11,265,17.1406,16.5703,vmcache,4,80,tpcc,64
12,233,13.2695,13.3867,vmcache,4,80,tpcc,64
13,306,13.7383,13.4844,vmcache,4,80,tpcc,64
14,294,12.2539,12.7344,vmcache,4,80,tpcc,64
15,200,11.207,11.4922,vmcache,4,80,tpcc,64
16,280,16.7148,17.0039,vmcache,4,80,tpcc,64
17,185,10.2266,9.66016,vmcache,4,80,tpcc,64
18,224,11.8281,12.4453,vmcache,4,80,tpcc,64
19,325,12.8672,13.6289,vmcache,4,80,tpcc,64
20,416,13.3203,12.5195,vmcache,4,80,tpcc,64
21,411,15.3164,15.8359,vmcache,4,80,tpcc,64
22,236,10.6797,11.4805,vmcache,4,80,tpcc,64
23,26,1.875,1.21094,vmcache,4,80,tpcc,64
24,41,2.70703,3.375,vmcache,4,80,tpcc,64
25,406,13.6602,14.1836,vmcache,4,80,tpcc,64
26,382,14.3398,14.6523,vmcache,4,80,tpcc,64
27,302,13.2188,12.6758,vmcache,4,80,tpcc,64
28,389,16.3438,17.0547,vmcache,4,80,tpcc,64
29,424,12.6328,12.6328,vmcache,4,80,tpcc,64
space: 14.632 GB 
