vmcache blk:/dev/loop0 virtgb:16 physgb:4 exmap:0
space: 12.8219 GB 
ts,tx,rmb,wmb,system,threads,datasize,workload,batch
0,120,12.9453,12.9336,vmcache,4,70,tpcc,64
1,152,14.332,15.1523,vmcache,4,70,tpcc,64
2,147,15.418,14.3828,vmcache,4,70,tpcc,64
3,105,13.3672,13.8828,vmcache,4,70,tpcc,64
4,129,10.3047,10.6484,vmcache,4,70,tpcc,64
5,186,13.9141,13.8711,vmcache,4,70,tpcc,64
6,154,12.1797,11.7227,vmcache,4,70,tpcc,64
7,280,17.9609,18.1328,vmcache,4,70,tpcc,64
8,257,20.457,21.1875,vmcache,4,70,tpcc,64
9,282,17,17.1914,vmcache,4,70,tpcc,64
10,282,12.25,11.7461,vmcache,4,70,tpcc,64
11,350,17.9922,18.7891,vmcache,4,70,tpcc,64
12,393,15.5547,15.1875,vmcache,4,70,tpcc,64
13,252,12.5469,12.75,vmcache,4,70,tpcc,64
14,250,15.1172,14.7305,vmcache,4,70,tpcc,64
15,443,16.6992,17.375,vmcache,4,70,tpcc,64
16,206,6.55859,7.11719,vmcache,4,70,tpcc,64
17,447,15.4453,16.0273,vmcache,4,70,tpcc,64
18,379,17.2344,17.3984,vmcache,4,70,tpcc,64
19,516,16.7383,16.4883,vmcache,4,70,tpcc,64
20,521,17.9414,18.3516,vmcache,4,70,tpcc,64
21,447,16.9648,17.6133,vmcache,4,70,tpcc,64
22,415,13.6953,13.6523,vmcache,4,70,tpcc,64
23,77,3.19922,3.47656,vmcache,4,70,tpcc,64
24,385,9.25781,10.1289,vmcache,4,70,tpcc,64
25,452,14.8281,15.207,vmcache,4,70,tpcc,64
26,342,11.4297,10.8828,vmcache,4,70,tpcc,64
27,404,12.8398,13.1641,vmcache,4,70,tpcc,64
28,510,14.8047,15.1211,vmcache,4,70,tpcc,64
29,608,14.4375,15.4102,vmcache,4,70,tpcc,64
space: 12.8278 GB 
