vmcache blk:/dev/loop0 virtgb:16 physgb:4 exmap:0
space: 8.30343 GB 
ts,tx,rmb,wmb,system,threads,datasize,workload,batch
0,2336,122.484,123.816,vmcache,4,45,tpcc,64
1,5522,142.262,146.457,vmcache,4,45,tpcc,64
2,7496,110.324,116.492,vmcache,4,45,tpcc,64
3,5215,56.9141,61.2812,vmcache,4,45,tpcc,64
4,6878,70.6289,76.0859,vmcache,4,45,tpcc,64
5,5263,50.8594,55.3906,vmcache,4,45,tpcc,64
6,5058,45.25,50.1328,vmcache,4,45,tpcc,64
7,1093,9.375,10.1289,vmcache,4,45,tpcc,64
8,1418,11.6875,12.375,vmcache,4,45,tpcc,64
9,3507,31.5391,35.0547,vmcache,4,45,tpcc,64
10,671,5.48438,5.74219,vmcache,4,45,tpcc,64
11,947,8.33984,9.30078,vmcache,4,45,tpcc,64
12,1949,15.1367,17.5469,vmcache,4,45,tpcc,64
13,823,7.54688,8.42578,vmcache,4,45,tpcc,64
14,1105,9.26562,9.36719,vmcache,4,45,tpcc,64
15,2981,23.9531,26.6523,vmcache,4,45,tpcc,64
16,2198,17.5898,19.1523,vmcache,4,45,tpcc,64
17,905,6.74609,8.20312,vmcache,4,45,tpcc,64
18,2622,21.5742,24.0195,vmcache,4,45,tpcc,64
19,2683,20.8828,22.5742,vmcache,4,45,tpcc,64
20,2541,19.5781,21.5977,vmcache,4,45,tpcc,64
21,2429,19.4414,21.25,vmcache,4,45,tpcc,64
22,2275,17.2266,20.4961,vmcache,4,45,tpcc,64
23,1781,13.5977,15.1406,vmcache,4,45,tpcc,64
24,1363,9.45703,10.1484,vmcache,4,45,tpcc,64
25,1824,14.3203,16.3477,vmcache,4,45,tpcc,64
26,2701,19.3984,21.8945,vmcache,4,45,tpcc,64
27,2267,15.9883,17.75,vmcache,4,45,tpcc,64
28,2387,16.7188,18.3438,vmcache,4,45,tpcc,64
29,1976,13.3906,15.2812,vmcache,4,45,tpcc,64
space: 8.37091 GB 
