vmcache blk:/dev/loop0 virtgb:16 physgb:4 exmap:0
space: 4.69047 GB 
ts,tx,rmb,wmb,system,threads,datasize,workload,batch
0,11405,88.7617,98.9141,vmcache,4,25,tpcc,64
1,19633,64.2578,80.2812,vmcache,4,25,tpcc,64
2,22636,59.3164,78.4492,vmcache,4,25,tpcc,64
3,22756,55.5898,76.9414,vmcache,4,25,tpcc,64
4,25722,52.5078,75.1875,vmcache,4,25,tpcc,64
5,26050,49.7852,73.0469,vmcache,4,25,tpcc,64
6,26075,47.8633,70.6055,vmcache,4,25,tpcc,64
7,27686,46.9961,71.7148,vmcache,4,25,tpcc,64
8,16384,27.625,42.1719,vmcache,4,25,tpcc,64
9,16338,26.3594,41.7227,vmcache,4,25,tpcc,64
10,16554,26.2305,40.543,vmcache,4,25,tpcc,64
11,19413,31.4883,50.1406,vmcache,4,25,tpcc,64
12,27756,42.1133,66.2461,vmcache,4,25,tpcc,64
13,25733,41.5625,64.4453,vmcache,4,25,tpcc,64
14,26675,39.7617,64.332,vmcache,4,25,tpcc,64
15,25129,37.4805,59.207,vmcache,4,25,tpcc,64
16,26818,39.3125,63.7344,vmcache,4,25,tpcc,64
17,26640,39.9453,64.1133,vmcache,4,25,tpcc,64
18,27367,40.918,64.2383,vmcache,4,25,tpcc,64
19,26234,39.9609,63.7969,vmcache,4,25,tpcc,64
20,26642,38.7266,62.9961,vmcache,4,25,tpcc,64
21,24338,36.5742,57.3125,vmcache,4,25,tpcc,64
22,16832,24.5625,39.4414,vmcache,4,25,tpcc,64
23,8588,11.5469,19.0625,vmcache,4,25,tpcc,64
24,18059,20.8516,37.0742,vmcache,4,25,tpcc,64
25,30268,26.3438,53.7773,vmcache,4,25,tpcc,64
26,31082,24.4648,51.8164,vmcache,4,25,tpcc,64
27,30128,23.4023,50.9531,vmcache,4,25,tpcc,64
28,30431,24,51.457,vmcache,4,25,tpcc,64
29,30918,23.9102,50.8828,vmcache,4,25,tpcc,64
space: 5.30774 GB 
