vmcache blk:/dev/loop0 virtgb:16 physgb:4 exmap:0
space: 11.015 GB 
ts,tx,rmb,wmb,system,threads,datasize,workload,batch
0,146,17.2148,17.7656,vmcache,4,60,tpcc,64
1,169,18.8125,18.7305,vmcache,4,60,tpcc,64
2,273,24.9883,25.4453,vmcache,4,60,tpcc,64
3,248,15.1094,14.8008,vmcache,4,60,tpcc,64
4,129,10.875,11.3633,vmcache,4,60,tpcc,64
5,328,20.1055,19.9414,vmcache,4,60,tpcc,64
6,166,11.2969,10.5664,vmcache,4,60,tpcc,64
7,264,15.8516,16.8477,vmcache,4,60,tpcc,64
8,309,15.1133,13.8086,vmcache,4,60,tpcc,64
9,311,14.1094,5.95312,vmcache,4,60,tpcc,64
10,427,15.2773,16.2344,vmcache,4,60,tpcc,64
11,368,17.1758,17.6328,vmcache,4,60,tpcc,64
12,353,14.8711,14.6484,vmcache,4,60,tpcc,64
13,530,18.7227,18.7383,vmcache,4,60,tpcc,64
14,505,17.9414,19.2695,vmcache,4,60,tpcc,64
15,765,24.6992,25.1484,vmcache,4,60,tpcc,64
16,553,14.5547,14.25,vmcache,4,60,tpcc,64
17,591,16.9453,17.3906,vmcache,4,60,tpcc,64
18,607,14.5781,16.1367,vmcache,4,60,tpcc,64
19,818,19.0859,20.1523,vmcache,4,60,tpcc,64
20,523,14.4062,13.7422,vmcache,4,60,tpcc,64
21,778,20.4961,21.75,vmcache,4,60,tpcc,64
22,689,17.418,18.2812,vmcache,4,60,tpcc,64
23,733,16.1797,15.9492,vmcache,4,60,tpcc,64
24,697,15.9219,17.6406,vmcache,4,60,tpcc,64
25,760,17.8867,17.0664,vmcache,4,60,tpcc,64
26,1040,21.6758,22.3945,vmcache,4,60,tpcc,64
27,1030,16.8359,17.9219,vmcache,4,60,tpcc,64
28,1065,19.9414,20.8203,vmcache,4,60,tpcc,64
29,933,16.3359,17.8711,vmcache,4,60,tpcc,64
space: 11.0265 GB 
