vmcache blk:/dev/loop0 virtgb:16 physgb:4 exmap:0
space: 4.69104 GB 
ts,tx,rmb,wmb,system,threads,datasize,workload,batch
0,11281,97.4453,107.145,vmcache,4,25,tpcc,64
1,20703,72.1094,89.3672,vmcache,4,25,tpcc,64
2,26208,72.3125,95.3203,vmcache,4,25,tpcc,64
3,28013,66.4141,90.832,vmcache,4,25,tpcc,64
4,28038,60.4297,86.9375,vmcache,4,25,tpcc,64
5,26450,50.3867,72.5156,vmcache,4,25,tpcc,64
6,25702,45.4297,68.8789,vmcache,4,25,tpcc,64
7,29367,51.7773,78.2305,vmcache,4,25,tpcc,64
8,28984,49.4453,75.8047,vmcache,4,25,tpcc,64
9,19730,31.6328,49.4102,vmcache,4,25,tpcc,64
10,14500,23.1172,35.4141,vmcache,4,25,tpcc,64
11,18349,29.5898,46.1055,vmcache,4,25,tpcc,64
12,19945,32.8672,50.6953,vmcache,4,25,tpcc,64
13,23655,36.4141,58.4062,vmcache,4,25,tpcc,64
14,22898,34.168,54.1445,vmcache,4,25,tpcc,64
15,23520,36.8164,57.2188,vmcache,4,25,tpcc,64
16,25782,38.8438,62.7695,vmcache,4,25,tpcc,64
17,25264,38.0117,59.6367,vmcache,4,25,tpcc,64
18,23456,37.4023,58.3906,vmcache,4,25,tpcc,64
19,24735,36.9414,59.457,vmcache,4,25,tpcc,64
20,28295,41.9219,67.332,vmcache,4,25,tpcc,64
21,21319,32.5312,50.8555,vmcache,4,25,tpcc,64
22,21176,30.625,49.0234,vmcache,4,25,tpcc,64
23,15207,18.8008,33.2617,vmcache,4,25,tpcc,64
24,14826,15.2539,28.4141,vmcache,4,25,tpcc,64
25,18399,14.7266,30.9922,vmcache,4,25,tpcc,64
26,20750,15.7812,34.1953,vmcache,4,25,tpcc,64
27,32872,23.9844,53.1172,vmcache,4,25,tpcc,64
28,30323,23.4961,51.1562,vmcache,4,25,tpcc,64
29,25138,19.5742,42.2109,vmcache,4,25,tpcc,64
space: 5.29525 GB 
