vmcache blk:/dev/loop0 virtgb:16 physgb:4 exmap:0
space: 14.6291 GB 
ts,tx,rmb,wmb,system,threads,datasize,workload,batch
0,67,6.40625,6.47656,vmcache,4,80,tpcc,64
1,48,5.44141,5.6875,vmcache,4,80,tpcc,64
2,94,11.7695,11.8711,vmcache,4,80,tpcc,64
3,131,9.98438,9.97266,vmcache,4,80,tpcc,64
4,112,11.8398,11.1914,vmcache,4,80,tpcc,64
5,67,7.45703,7.65234,vmcache,4,80,tpcc,64
6,105,9.53906,9.30859,vmcache,4,80,tpcc,64
7,167,15.5195,16.0039,vmcache,4,80,tpcc,64
8,127,12.3281,12.4023,vmcache,4,80,tpcc,64
9,186,10.3711,10,vmcache,4,80,tpcc,64
10,146,11.75,12.207,vmcache,4,80,tpcc,64
11,113,10.875,11.5234,vmcache,4,80,tpcc,64
12,122,10.5586,10.6211,vmcache,4,80,tpcc,64
13,196,12.543,11.8047,vmcache,4,80,tpcc,64
14,271,16.8281,16.7188,vmcache,4,80,tpcc,64
15,163,8.67969,9.23828,vmcache,4,80,tpcc,64
16,234,10.2383,11.418,vmcache,4,80,tpcc,64
17,225,9.40625,8.01953,vmcache,4,80,tpcc,64
18,239,10.9688,12.0117,vmcache,4,80,tpcc,64
19,199,12.0977,11.5234,vmcache,4,80,tpcc,64
20,188,10.5,10.4609,vmcache,4,80,tpcc,64
21,149,8.07031,8.97656,vmcache,4,80,tpcc,64
22,209,10.3086,10.4492,vmcache,4,80,tpcc,64
23,304,11.4531,11.2109,vmcache,4,80,tpcc,64
24,305,10.3164,10.0977,vmcache,4,80,tpcc,64
25,274,13.1055,13.332,vmcache,4,80,tpcc,64
26,317,10.8789,11.5586,vmcache,4,80,tpcc,64
27,201,8.14062,8.5625,vmcache,4,80,tpcc,64
28,148,7.44141,6.89453,vmcache,4,80,tpcc,64
29,352,11.6367,11.9141,vmcache,4,80,tpcc,64
space: 14.6316 GB 
