vmcache blk:/dev/loop0 virtgb:16 physgb:4 exmap:0
space: 7.40096 GB 
ts,tx,rmb,wmb,system,threads,datasize,workload,batch
0,4013,152.234,154.375,vmcache,4,40,tpcc,64
1,8707,136.004,145.012,vmcache,4,40,tpcc,64
2,11430,108.902,116.422,vmcache,4,40,tpcc,64
3,14020,117.695,131.156,vmcache,4,40,tpcc,64
4,16956,121.281,135.871,vmcache,4,40,tpcc,64
5,12977,87.4648,97.6094,vmcache,4,40,tpcc,64
6,11860,74.8594,85.3203,vmcache,4,40,tpcc,64
7,11956,70.75,81.9688,vmcache,4,40,tpcc,64
8,11660,62.9531,72.9609,vmcache,4,40,tpcc,64
9,15029,81.6758,94.8711,vmcache,4,40,tpcc,64
10,14304,74.0195,86.5078,vmcache,4,40,tpcc,64
11,14346,71.3203,84.5078,vmcache,4,40,tpcc,64
12,15367,75.207,88.5352,vmcache,4,40,tpcc,64
13,16108,73.0742,87.707,vmcache,4,40,tpcc,64
14,15004,67.8086,82.0391,vmcache,4,40,tpcc,64
15,14721,63.8164,76.5469,vmcache,4,40,tpcc,64
16,14708,61.6172,74.7031,vmcache,4,40,tpcc,64
17,13413,55.207,67.0156,vmcache,4,40,tpcc,64
18,9859,41.0586,49.8398,vmcache,4,40,tpcc,64
19,5055,20.3125,25.7695,vmcache,4,40,tpcc,64
20,6964,29.5117,34.8477,vmcache,4,40,tpcc,64
21,11244,45.6953,55.668,vmcache,4,40,tpcc,64
22,12003,48.3594,59.2305,vmcache,4,40,tpcc,64
23,12840,48.7812,59.2422,vmcache,4,40,tpcc,64
24,11805,47.9648,59.4922,vmcache,4,40,tpcc,64
25,12011,44.6289,55.0078,vmcache,4,40,tpcc,64
26,9640,34.8203,44.6016,vmcache,4,40,tpcc,64
27,2803,10.3711,11.8984,vmcache,4,40,tpcc,64
28,8745,32.7695,41.8867,vmcache,4,40,tpcc,64
29,11364,41.9531,51.0586,vmcache,4,40,tpcc,64
space: 7.7035 GB 
