vmcache blk:/dev/loop0 virtgb:16 physgb:4 exmap:0
space: 1.98071 GB 
ts,tx,rmb,wmb,system,threads,datasize,workload,batch
0,34677,0,0,vmcache,4,10,tpcc,64
1,34053,0,0,vmcache,4,10,tpcc,64
2,35012,0,0,vmcache,4,10,tpcc,64
3,33361,0,0,vmcache,4,10,tpcc,64
4,35003,0,0,vmcache,4,10,tpcc,64
5,33558,0,0,vmcache,4,10,tpcc,64
6,28129,0,0,vmcache,4,10,tpcc,64
7,18883,0,0,vmcache,4,10,tpcc,64
8,19804,0,0,vmcache,4,10,tpcc,64
9,20220,0,0,vmcache,4,10,tpcc,64
10,19250,0,0,vmcache,4,10,tpcc,64
11,17395,0,0,vmcache,4,10,tpcc,64
12,21781,0,0,vmcache,4,10,tpcc,64
13,25068,0,0,vmcache,4,10,tpcc,64
14,36679,0,0,vmcache,4,10,tpcc,64
15,33097,0,0,vmcache,4,10,tpcc,64
16,32542,0,0,vmcache,4,10,tpcc,64
17,35400,0,0,vmcache,4,10,tpcc,64
18,35420,0,0,vmcache,4,10,tpcc,64
19,35383,0,0,vmcache,4,10,tpcc,64
20,34933,0,0,vmcache,4,10,tpcc,64
21,33637,0,0,vmcache,4,10,tpcc,64
22,31892,0,0,vmcache,4,10,tpcc,64
23,32031,0,0,vmcache,4,10,tpcc,64
24,20383,0,0,vmcache,4,10,tpcc,64
25,20305,0,0,vmcache,4,10,tpcc,64
26,22016,0,0,vmcache,4,10,tpcc,64
27,29657,0,0,vmcache,4,10,tpcc,64
28,35104,0,0,vmcache,4,10,tpcc,64
29,35163,0,0,vmcache,4,10,tpcc,64
space: 2.7503 GB 
