vmcache blk:/dev/loop0 virtgb:16 physgb:4 exmap:0
space: 10.1119 GB 
ts,tx,rmb,wmb,system,threads,datasize,workload,batch
0,73,6.54688,7.01172,vmcache,4,55,tpcc,64
1,387,39.1484,39.2188,vmcache,4,55,tpcc,64
2,452,31.2695,32.4336,vmcache,4,55,tpcc,64
3,581,35.0742,34.1992,vmcache,4,55,tpcc,64
4,739,34.1211,35.8555,vmcache,4,55,tpcc,64
5,952,37.8125,36.8789,vmcache,4,55,tpcc,64
6,773,27.7617,29.0039,vmcache,4,55,tpcc,64
7,1115,33.9219,35.2539,vmcache,4,55,tpcc,64
8,1187,32.7109,32.3672,vmcache,4,55,tpcc,64
9,1303,32.5469,34.5,vmcache,4,55,tpcc,64
10,870,23.0156,22.8477,vmcache,4,55,tpcc,64
11,1127,24.4023,25.4297,vmcache,4,55,tpcc,64
12,1080,23.9492,25.0078,vmcache,4,55,tpcc,64
13,1485,26.8047,27.8242,vmcache,4,55,tpcc,64
14,1535,24.0273,26.5586,vmcache,4,55,tpcc,64
15,1474,23.1406,23.8789,vmcache,4,55,tpcc,64
16,1855,26.625,28.4297,vmcache,4,55,tpcc,64
17,1777,25.6836,26.043,vmcache,4,55,tpcc,64
18,1902,26.3984,27.9805,vmcache,4,55,tpcc,64
19,1929,25.25,27.5742,vmcache,4,55,tpcc,64
20,1956,24.6953,26.2344,vmcache,4,55,tpcc,64
21,1875,23.8672,25.3711,vmcache,4,55,tpcc,64
22,1998,23.3438,25.582,vmcache,4,55,tpcc,64
23,1918,23.332,24.4062,vmcache,4,55,tpcc,64
24,2055,24.3359,26.3047,vmcache,4,55,tpcc,64
25,1967,22.5625,23.1172,vmcache,4,55,tpcc,64
26,2092,23.4141,25.2148,vmcache,4,55,tpcc,64
27,2278,25.1797,28.3477,vmcache,4,55,tpcc,64
28,2161,22.543,23.9961,vmcache,4,55,tpcc,64
29,2154,21.5078,22.5312,vmcache,4,55,tpcc,64
space: 10.1452 GB 
