vmcache blk:/dev/loop0 virtgb:16 physgb:4 exmap:0
space: 2.88466 GB 
ts,tx,rmb,wmb,system,threads,datasize,workload,batch
0,42559,0,0,vmcache,4,15,tpcc,64
1,40024,0,0,vmcache,4,15,tpcc,64
2,48479,0,0,vmcache,4,15,tpcc,64
3,44570,0,0,vmcache,4,15,tpcc,64
4,37173,0,0,vmcache,4,15,tpcc,64
5,35779,0,0,vmcache,4,15,tpcc,64
6,27631,0,0,vmcache,4,15,tpcc,64
7,18144,0,0,vmcache,4,15,tpcc,64
8,28535,0,0,vmcache,4,15,tpcc,64
9,30410,0,0,vmcache,4,15,tpcc,64
10,48084,0,0,vmcache,4,15,tpcc,64
11,45839,0,0,vmcache,4,15,tpcc,64
12,34609,0,0,vmcache,4,15,tpcc,64
13,46639,0,0,vmcache,4,15,tpcc,64
14,45260,0,0,vmcache,4,15,tpcc,64
15,35992,0,0,vmcache,4,15,tpcc,64
16,46374,0,0,vmcache,4,15,tpcc,64
17,36330,0,0,vmcache,4,15,tpcc,64
18,33857,0,0,vmcache,4,15,tpcc,64
19,32165,0,0,vmcache,4,15,tpcc,64
20,20208,0,0,vmcache,4,15,tpcc,64
21,18430,0,0,vmcache,4,15,tpcc,64
22,26395,0,0,vmcache,4,15,tpcc,64
23,34475,0,0,vmcache,4,15,tpcc,64
24,43926,0,0,vmcache,4,15,tpcc,64
25,41735,0,0,vmcache,4,15,tpcc,64
26,46713,0,0,vmcache,4,15,tpcc,64
27,46521,0,0,vmcache,4,15,tpcc,64
28,34352,6.98828,26.6055,vmcache,4,15,tpcc,64
29,35436,7.78125,38.8984,vmcache,4,15,tpcc,64
space: 3.84885 GB 
