vmcache blk:/dev/loop0 virtgb:16 physgb:4 exmap:0
space: 8.3047 GB 
ts,tx,rmb,wmb,system,threads,datasize,workload,batch
0,178,15.6406,16.2305,vmcache,4,45,tpcc,64
1,298,24.6133,24.0039,vmcache,4,45,tpcc,64
2,481,27.7969,28.4766,vmcache,4,45,tpcc,64
3,273,19.2305,19.8359,vmcache,4,45,tpcc,64
4,405,16.0352,15.5273,vmcache,4,45,tpcc,64
5,557,20.6836,20.9023,vmcache,4,45,tpcc,64
6,473,16.9297,17.6523,vmcache,4,45,tpcc,64
7,728,21.9102,22.8945,vmcache,4,45,tpcc,64
8,753,23.0312,23.2148,vmcache,4,45,tpcc,64
9,957,23.1328,23.9023,vmcache,4,45,tpcc,64
10,913,24.8359,24.832,vmcache,4,45,tpcc,64
11,1043,23.25,25.8398,vmcache,4,45,tpcc,64
12,1127,21.1484,22.1875,vmcache,4,45,tpcc,64
13,1179,21.6133,20.832,vmcache,4,45,tpcc,64
14,1396,23.2422,25.5234,vmcache,4,45,tpcc,64
15,1523,21.5312,22.4062,vmcache,4,45,tpcc,64
16,1830,23.8906,24.8242,vmcache,4,45,tpcc,64
17,1765,21.3867,24.3281,vmcache,4,45,tpcc,64
18,1957,21.625,21.9219,vmcache,4,45,tpcc,64
19,2033,23.5938,25.4961,vmcache,4,45,tpcc,64
20,1934,21.3711,22.5469,vmcache,4,45,tpcc,64
21,2120,22.1562,25.1055,vmcache,4,45,tpcc,64
22,2103,21.5,22.3398,vmcache,4,45,tpcc,64
23,2373,24.707,26.1289,vmcache,4,45,tpcc,64
24,2380,22.7695,24.9453,vmcache,4,45,tpcc,64
25,2580,24.4766,27.0078,vmcache,4,45,tpcc,64
26,2469,22.0469,24.4805,vmcache,4,45,tpcc,64
27,2797,24.3125,27.0508,vmcache,4,45,tpcc,64
28,2520,22.7891,24.5781,vmcache,4,45,tpcc,64
29,2646,23.4414,25.6836,vmcache,4,45,tpcc,64
space: 8.33952 GB 
