vmcache blk:/dev/loop0 virtgb:16 physgb:4 exmap:0
space: 15.5329 GB 
ts,tx,rmb,wmb,system,threads,datasize,workload,batch
0,73,8.07422,8.19922,vmcache,4,85,tpcc,64
1,80,9.39844,9.51172,vmcache,4,85,tpcc,64
2,80,11.8594,11.9141,vmcache,4,85,tpcc,64
3,150,13.7891,14.8984,vmcache,4,85,tpcc,64
4,130,11.4883,11.75,vmcache,4,85,tpcc,64
5,153,13.8047,13.1992,vmcache,4,85,tpcc,64
6,131,9.85156,9.34375,vmcache,4,85,tpcc,64
7,130,9.08594,9.91016,vmcache,4,85,tpcc,64
8,154,13.2461,13.1328,vmcache,4,85,tpcc,64
9,143,9.37891,8.81641,vmcache,4,85,tpcc,64
10,126,10.3828,10.4844,vmcache,4,85,tpcc,64
11,139,11.8047,12.5469,vmcache,4,85,tpcc,64
12,147,10.543,10.9492,vmcache,4,85,tpcc,64
13,203,11.1836,10.6445,vmcache,4,85,tpcc,64
14,106,8.35938,8.82812,vmcache,4,85,tpcc,64
15,202,9.41406,9.32812,vmcache,4,85,tpcc,64
16,125,8.33203,8.70703,vmcache,4,85,tpcc,64
17,174,11.6172,11.0586,vmcache,4,85,tpcc,64
18,236,10.3672,10.918,vmcache,4,85,tpcc,64
19,194,12.8633,12.6562,vmcache,4,85,tpcc,64
20,263,12.25,12.3789,vmcache,4,85,tpcc,64
21,216,10.8945,10.8203,vmcache,4,85,tpcc,64
22,168,11.0234,10.9531,vmcache,4,85,tpcc,64
23,245,10.9609,11.3672,vmcache,4,85,tpcc,64
24,247,10.8789,10.9492,vmcache,4,85,tpcc,64
25,268,12.7422,12.3047,vmcache,4,85,tpcc,64
26,258,13.4297,14.3086,vmcache,4,85,tpcc,64
27,285,10.3906,10.4961,vmcache,4,85,tpcc,64
28,229,11.457,11.043,vmcache,4,85,tpcc,64
29,295,10.0195,10.9258,vmcache,4,85,tpcc,64
space: 15.5352 GB 
