vmcache blk:/dev/loop0 virtgb:16 physgb:4 exmap:0
space: 11.9185 GB 
ts,tx,rmb,wmb,system,threads,datasize,workload,batch
0,158,17.6953,18.1094,vmcache,4,65,tpcc,64
1,140,16.3242,15.9453,vmcache,4,65,tpcc,64
2,83,8.03906,8.15625,vmcache,4,65,tpcc,64
3,131,13.4492,13.8516,vmcache,4,65,tpcc,64
4,183,15.0508,15.1562,vmcache,4,65,tpcc,64
5,133,9.90234,9.69922,vmcache,4,65,tpcc,64
6,232,12.4062,13.0039,vmcache,4,65,tpcc,64
7,88,9.30469,9.69922,vmcache,4,65,tpcc,64
8,326,20.6953,19.7383,vmcache,4,65,tpcc,64
9,355,20.1445,20.7266,vmcache,4,65,tpcc,64
10,197,9.70703,9.84766,vmcache,4,65,tpcc,64
11,387,16.2891,17.2734,vmcache,4,65,tpcc,64
12,387,16.1094,14.8125,vmcache,4,65,tpcc,64
13,332,15.8203,16.1094,vmcache,4,65,tpcc,64
14,292,15.4336,16.4766,vmcache,4,65,tpcc,64
15,228,9.35156,9.96484,vmcache,4,65,tpcc,64
16,420,14.1367,14.5195,vmcache,4,65,tpcc,64
17,465,18.4297,18.7383,vmcache,4,65,tpcc,64
18,470,16.7578,16.2773,vmcache,4,65,tpcc,64
19,374,15.0703,15.5625,vmcache,4,65,tpcc,64
20,373,10.0977,10.5273,vmcache,4,65,tpcc,64
21,327,10.4922,10.543,vmcache,4,65,tpcc,64
22,538,17.1406,18.5117,vmcache,4,65,tpcc,64
23,456,11.8477,11.7344,vmcache,4,65,tpcc,64
24,520,15.3242,14.582,vmcache,4,65,tpcc,64
25,382,12.7266,14.6172,vmcache,4,65,tpcc,64
26,458,13.7422,12.6289,vmcache,4,65,tpcc,64
27,550,14.0234,14.4766,vmcache,4,65,tpcc,64
28,510,10.8789,12.3906,vmcache,4,65,tpcc,64
29,342,11.7461,12.1211,vmcache,4,65,tpcc,64
space: 11.9248 GB 
